ENTREZ_GENE_ID	Name	Species
10730	YME1-like 1 (S. cerevisiae)	Homo sapiens
122553	trafficking protein particle complex 6B	Homo sapiens
56660	potassium channel, subfamily K, member 12	Homo sapiens
1296	collagen, type VIII, alpha 2	Homo sapiens
6102	retinitis pigmentosa 2 (X-linked recessive)	Homo sapiens
376132	leucine rich repeat containing 10	Homo sapiens
23169	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	Homo sapiens
8309	acyl-Coenzyme A oxidase 2, branched chain	Homo sapiens
56829	zinc finger CCCH-type, antiviral 1	Homo sapiens
51174	tubulin, delta 1	Homo sapiens
7525	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	Homo sapiens
51386	eukaryotic translation initiation factor 3, subunit L	Homo sapiens
9575	clock homolog (mouse)	Homo sapiens
55093	WDYHV motif containing 1	Homo sapiens
55277	FGGY carbohydrate kinase domain containing	Homo sapiens
146894	CD300 molecule-like family member g	Homo sapiens
83714	nuclear receptor interacting protein 2	Homo sapiens
1627	drebrin 1	Homo sapiens
11136	solute carrier family 7 (cationic amino acid transporter, y+ system), member 9	Homo sapiens
9817	kelch-like ECH-associated protein 1	Homo sapiens
2159	coagulation factor X	Homo sapiens
55742	parvin, alpha	Homo sapiens
51082	polymerase (RNA) I polypeptide D, 16kDa	Homo sapiens
1147	conserved helix-loop-helix ubiquitous kinase	Homo sapiens
10644	insulin-like growth factor 2 mRNA binding protein 2	Homo sapiens
114780	polycystic kidney disease 1-like 2	Homo sapiens
9616	ring finger protein 7	Homo sapiens
51247	poly(A) binding protein interacting protein 2	Homo sapiens
50614	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 (GalNAc-T9)	Homo sapiens
121457	IKK interacting protein	Homo sapiens
132160	protein phosphatase 1M (PP2C domain containing)	Homo sapiens
5190	peroxisomal biogenesis factor 6	Homo sapiens
55342	spermatid perinuclear RNA binding protein	Homo sapiens
9936	CD302 molecule; lymphocyte antigen 75	Homo sapiens
222950	chromosome 7 open reading frame 51	Homo sapiens
2975	general transcription factor IIIC, polypeptide 1, alpha 220kDa	Homo sapiens
91833	WD repeat domain 20	Homo sapiens
10010	TRAF family member-associated NFKB activator	Homo sapiens
121665	signal peptide peptidase 3	Homo sapiens
2539	glucose-6-phosphate dehydrogenase	Homo sapiens
5170	3-phosphoinositide dependent protein kinase-1	Homo sapiens
400746	chromosome 1 open reading frame 130	Homo sapiens
2232	ferredoxin reductase	Homo sapiens
9672	syndecan 3	Homo sapiens
51768	transmembrane 7 superfamily member 3	Homo sapiens
5110	protein-L-isoaspartate (D-aspartate) O-methyltransferase	Homo sapiens
57619	shroom family member 3	Homo sapiens
51105	PHD finger protein 20-like 1	Homo sapiens
10022	insulin-like 5	Homo sapiens
1798	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	Homo sapiens
55125	centrosomal protein 192kDa	Homo sapiens
5884	RAD17 homolog (S. pombe)	Homo sapiens
55049	chromosome 19 open reading frame 60	Homo sapiens
9583	ectonucleoside triphosphate diphosphohydrolase 4	Homo sapiens
11338	U2 small nuclear RNA auxiliary factor 2	Homo sapiens
158248	tetratricopeptide repeat domain 16	Homo sapiens
2124	ecotropic viral integration site 2B	Homo sapiens
55255	WD repeat domain 41	Homo sapiens
26298	ets homologous factor	Homo sapiens
65983	GRAM domain containing 3	Homo sapiens
468	activating transcription factor 4 (tax-responsive enhancer element B67); activating transcription factor 4C	Homo sapiens
9706	unc-51-like kinase 2 (C. elegans)	Homo sapiens
6272	sortilin 1	Homo sapiens
23119	hypermethylated in cancer 2	Homo sapiens
7311	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
6835	surfeit 2	Homo sapiens
132989	chromosome 4 open reading frame 36	Homo sapiens
29924	epsin 1	Homo sapiens
311	annexin A11	Homo sapiens
10178	odz, odd Oz/ten-m homolog 1(Drosophila)	Homo sapiens
5126	proprotein convertase subtilisin/kexin type 2	Homo sapiens
1024	cyclin-dependent kinase 8	Homo sapiens
25927	cannabinoid receptor interacting protein 1	Homo sapiens
26233	F-box and leucine-rich repeat protein 6	Homo sapiens
23194	F-box and leucine-rich repeat protein 7	Homo sapiens
55296	TBC1 domain family, member 19	Homo sapiens
2893	glutamate receptor, ionotrophic, AMPA 4	Homo sapiens
342125	transmembrane channel-like 3	Homo sapiens
10154	plexin C1	Homo sapiens
57178	zinc finger, MIZ-type containing 1	Homo sapiens
64834	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	Homo sapiens
56155	testis expressed 14	Homo sapiens
9159	proprotein convertase subtilisin/kexin type 7 pseudogene; proprotein convertase subtilisin/kexin type 7	Homo sapiens
196383	Rab interacting lysosomal protein-like 2	Homo sapiens
23436	chymotrypsin-like elastase family, member 3B	Homo sapiens
147339	chromosome 18 open reading frame 25	Homo sapiens
9107	myotubularin related protein 6	Homo sapiens
4881	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	Homo sapiens
8993	peptidoglycan recognition protein 1	Homo sapiens
6451	SH3 domain binding glutamic acid-rich protein like	Homo sapiens
91750	lin-52 homolog (C. elegans)	Homo sapiens
26130	GTPase activating protein and VPS9 domains 1	Homo sapiens
7469	Wolf-Hirschhorn syndrome candidate 2	Homo sapiens
10572	SIVA1, apoptosis-inducing factor	Homo sapiens
389362	proteasome (prosome, macropain) assembly chaperone 4	Homo sapiens
3646	eukaryotic translation initiation factor 3, subunit E	Homo sapiens
27161	eukaryotic translation initiation factor 2C, 2	Homo sapiens
220359	tigger transposable element derived 3	Homo sapiens
347148	pyroglutamylated RFamide peptide	Homo sapiens
149563	chromosome 1 open reading frame 64	Homo sapiens
1730	diaphanous homolog 2 (Drosophila)	Homo sapiens
1493	cytotoxic T-lymphocyte-associated protein 4	Homo sapiens
5594	mitogen-activated protein kinase 1	Homo sapiens
5264	phytanoyl-CoA 2-hydroxylase	Homo sapiens
5971	v-rel reticuloendotheliosis viral oncogene homolog B	Homo sapiens
55209	SET domain containing 5	Homo sapiens
51362	cell division cycle 40 homolog (S. cerevisiae)	Homo sapiens
8689	keratin 36	Homo sapiens
57718	protein phosphatase 4, regulatory subunit 4	Homo sapiens
7454	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	Homo sapiens
375791	chromosome 9 open reading frame 169	Homo sapiens
51000	solute carrier family 35, member B3	Homo sapiens
5052	peroxiredoxin 1	Homo sapiens
8193	D4, zinc and double PHD fingers family 1	Homo sapiens
6834	surfeit 1	Homo sapiens
5335	phospholipase C, gamma 1	Homo sapiens
5216	profilin 1	Homo sapiens
83707	tRNA phosphotransferase 1	Homo sapiens
118490	zinc finger, MYND-type containing 17	Homo sapiens
7127	tumor necrosis factor, alpha-induced protein 2	Homo sapiens
4815	ninjurin 2	Homo sapiens
10347	ATP-binding cassette, sub-family A (ABC1), member 7	Homo sapiens
3090	hypermethylated in cancer 1	Homo sapiens
346	apolipoprotein C-IV	Homo sapiens
285527	FRY-like	Homo sapiens
84243	zinc finger, DHHC-type containing 18	Homo sapiens
257144	germinal center expressed transcript 2	Homo sapiens
54442	potassium channel tetramerisation domain containing 5	Homo sapiens
6676	sperm associated antigen 4	Homo sapiens
64219	praja ring finger 1	Homo sapiens
987	LPS-responsive vesicle trafficking, beach and anchor containing	Homo sapiens
10085	EGF-like repeats and discoidin I-like domains 3	Homo sapiens
8435	sterol O-acyltransferase 2	Homo sapiens
2530	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	Homo sapiens
9718	endothelin converting enzyme 2	Homo sapiens
9319	thyroid hormone receptor interactor 13	Homo sapiens
54993	zinc finger and SCAN domain containing 2	Homo sapiens
4690	NCK adaptor protein 1	Homo sapiens
140625	actin-related protein T2	Homo sapiens
56944	olfactomedin-like 3	Homo sapiens
219539	yippee-like 4 (Drosophila)	Homo sapiens
10989	inner membrane protein, mitochondrial (mitofilin)	Homo sapiens
55970	guanine nucleotide binding protein (G protein), gamma 12	Homo sapiens
3918	laminin, gamma 2	Homo sapiens
9331	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	Homo sapiens
399687	myosin XVIIIA	Homo sapiens
9043	sperm associated antigen 9	Homo sapiens
54965	phosphatidylinositol glycan anchor biosynthesis, class X	Homo sapiens
5727	patched homolog 1 (Drosophila)	Homo sapiens
9104	regucalcin (senescence marker protein-30)	Homo sapiens
84909	chromosome 9 open reading frame 3	Homo sapiens
308	annexin A5	Homo sapiens
51016	family with sequence similarity 158, member A	Homo sapiens
2932	glycogen synthase kinase 3 beta	Homo sapiens
23597	acyl-CoA thioesterase 9	Homo sapiens
23161	sorting nexin 13	Homo sapiens
1010	cadherin 12, type 2 (N-cadherin 2)	Homo sapiens
5076	paired box 2	Homo sapiens
131578	leucine rich repeat containing 15	Homo sapiens
64802	nicotinamide nucleotide adenylyltransferase 1	Homo sapiens
85478	coiled-coil domain containing 65	Homo sapiens
200205	chromosome 1 open reading frame 69	Homo sapiens
57380	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)	Homo sapiens
8859	serine/threonine kinase 19	Homo sapiens
23150	FERM domain containing 4B	Homo sapiens
6597	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Homo sapiens
1317	solute carrier family 31 (copper transporters), member 1	Homo sapiens
55643	BTB (POZ) domain containing 2	Homo sapiens
57406	abhydrolase domain containing 6	Homo sapiens
402381	spermatogenesis and oogenesis specific basic helix-loop-helix 1	Homo sapiens
54681	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)	Homo sapiens
9453	geranylgeranyl diphosphate synthase 1	Homo sapiens
22955	sex comb on midleg homolog 1 (Drosophila)	Homo sapiens
159195	ubiquitin specific peptidase 54	Homo sapiens
23389	mediator complex subunit 13-like	Homo sapiens
3912	laminin, beta 1	Homo sapiens
222256	hypothetical protein FLJ23834	Homo sapiens
84465	multiple EGF-like-domains 11	Homo sapiens
51585	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)	Homo sapiens
4144	methionine adenosyltransferase II, alpha	Homo sapiens
27158	NADPH dependent diflavin oxidoreductase 1	Homo sapiens
26230	T-cell lymphoma invasion and metastasis 2	Homo sapiens
57169	zinc finger, NFX1-type containing 1	Homo sapiens
51335	neugrin, neurite outgrowth associated	Homo sapiens
5910	RAP1, GTP-GDP dissociation stimulator 1	Homo sapiens
84072	HORMA domain containing 1	Homo sapiens
63035	BCL6 co-repressor-like 1	Homo sapiens
708	complement component 1, q subcomponent binding protein	Homo sapiens
54943	DnaJ (Hsp40) homolog, subfamily C, member 28	Homo sapiens
991	cell division cycle 20 homolog (S. cerevisiae)	Homo sapiens
3860	keratin 13	Homo sapiens
10771	zinc finger, MYND domain containing 11	Homo sapiens
8672	eukaryotic translation initiation factor 4 gamma, 3	Homo sapiens
8646	chordin	Homo sapiens
51021	mitochondrial ribosomal protein S16	Homo sapiens
10276	neuroepithelial cell transforming 1	Homo sapiens
9867	praja ring finger 2	Homo sapiens
23429	RING1 and YY1 binding protein	Homo sapiens
1778	dynein, cytoplasmic 1, heavy chain 1	Homo sapiens
996	cell division cycle 27 homolog (S. cerevisiae)	Homo sapiens
51647	family with sequence similarity 96, member B	Homo sapiens
6733	SFRS protein kinase 2	Homo sapiens
57708	mesoderm induction early response 1 homolog (Xenopus laevis)	Homo sapiens
4543	melatonin receptor 1A	Homo sapiens
81790	ring finger protein 170	Homo sapiens
27230	stress-associated endoplasmic reticulum protein 1	Homo sapiens
2898	glutamate receptor, ionotropic, kainate 2	Homo sapiens
79269	WD repeat domain 32	Homo sapiens
92	activin A receptor, type IIA	Homo sapiens
112950	mediator complex subunit 8	Homo sapiens
27352	small G protein signaling modulator 3	Homo sapiens
10103	tetraspanin 1	Homo sapiens
6999	tryptophan 2,3-dioxygenase	Homo sapiens
5144	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)	Homo sapiens
9100	ubiquitin specific peptidase 10	Homo sapiens
2892	glutamate receptor, ionotrophic, AMPA 3	Homo sapiens
8202	nuclear receptor coactivator 3	Homo sapiens
65217	protocadherin 15	Homo sapiens
54806	Abelson helper integration site 1	Homo sapiens
1141	cholinergic receptor, nicotinic, beta 2 (neuronal)	Homo sapiens
3656	interleukin-1 receptor-associated kinase 2	Homo sapiens
91582	ribosomal protein S19 binding protein 1	Homo sapiens
26145	interferon regulatory factor 2 binding protein 1	Homo sapiens
285848	patatin-like phospholipase domain containing 1	Homo sapiens
84078	kelch repeat and BTB (POZ) domain containing 7	Homo sapiens
5521	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform	Homo sapiens
114826	SET and MYND domain containing 4	Homo sapiens
200845	potassium channel tetramerisation domain containing 6	Homo sapiens
50808	adenylate kinase 3	Homo sapiens
79697	chromosome 14 open reading frame 169	Homo sapiens
6197	ribosomal protein S6 kinase, 90kDa, polypeptide 3	Homo sapiens
57616	teashirt zinc finger homeobox 3	Homo sapiens
4049	lymphotoxin alpha (TNF superfamily, member 1)	Homo sapiens
2949	glutathione S-transferase mu 5	Homo sapiens
6003	regulator of G-protein signaling 13	Homo sapiens
91442	chromosome 19 open reading frame 40	Homo sapiens
9110	myotubularin related protein 4	Homo sapiens
8816	WD repeat domain 22	Homo sapiens
27147	DENN/MADD domain containing 2A	Homo sapiens
11017	small nuclear ribonucleoprotein 27kDa (U4/U6.U5)	Homo sapiens
126353	chromosome 19 open reading frame 21	Homo sapiens
56951	chromosome 5 open reading frame 15	Homo sapiens
3693	integrin, beta 5	Homo sapiens
210	aminolevulinate, delta-, dehydratase	Homo sapiens
55269	paraspeckle component 1; paraspeckle protein 1 pseudogene	Homo sapiens
57553	microtubule associated monoxygenase, calponin and LIM domain containing 3	Homo sapiens
22990	pecanex homolog (Drosophila)	Homo sapiens
2060	epidermal growth factor receptor pathway substrate 15	Homo sapiens
646625	parahox cluster neighbor	Homo sapiens
813	calumenin	Homo sapiens
27245	AT hook, DNA binding motif, containing 1	Homo sapiens
8932	methyl-CpG binding domain protein 2	Homo sapiens
8558	cyclin-dependent kinase 10	Homo sapiens
58496	lymphocyte antigen 6 complex, locus G5B; casein kinase 2, beta polypeptide	Homo sapiens
1460	lymphocyte antigen 6 complex, locus G5B; casein kinase 2, beta polypeptide	Homo sapiens
2769	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	Homo sapiens
57472	CCR4-NOT transcription complex, subunit 6	Homo sapiens
1496	catenin (cadherin-associated protein), alpha 2	Homo sapiens
3835	kinesin family member 22	Homo sapiens
9121	similar to MCT; solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	Homo sapiens
3800	kinesin family member 5C	Homo sapiens
25819	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	Homo sapiens
7322	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	Homo sapiens
284439	solute carrier family 25, member 42	Homo sapiens
6511	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	Homo sapiens
10376	hypothetical gene supported by AF081484; NM_006082; tubulin, alpha 1b	Homo sapiens
400629	testis expressed 19	Homo sapiens
64789	defects in morphology 1 homolog (S. cerevisiae)	Homo sapiens
2584	galactokinase 1	Homo sapiens
11227	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5)	Homo sapiens
65987	potassium channel tetramerisation domain containing 14	Homo sapiens
79174	cysteine-rich with EGF-like domains 2	Homo sapiens
7468	Wolf-Hirschhorn syndrome candidate 1	Homo sapiens
149041	ring finger and CCCH-type zinc finger domains 1	Homo sapiens
55689	YEATS domain containing 2	Homo sapiens
9700	extra spindle pole bodies homolog 1 (S. cerevisiae)	Homo sapiens
2981	guanylate cyclase activator 2B (uroguanylin)	Homo sapiens
1852	dual specificity phosphatase 9	Homo sapiens
56624	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2C; N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2	Homo sapiens
9777	transmembrane 9 superfamily protein member 4	Homo sapiens
4141	methionyl-tRNA synthetase	Homo sapiens
79641	rogdi homolog (Drosophila)	Homo sapiens
6470	serine hydroxymethyltransferase 1 (soluble)	Homo sapiens
51524	transmembrane protein 138	Homo sapiens
25849	DKFZP564O0823 protein	Homo sapiens
51322	WW domain containing adaptor with coiled-coil	Homo sapiens
26959	HMG-box transcription factor 1	Homo sapiens
7462	linker for activation of T cells family, member 2	Homo sapiens
55760	DEAH (Asp-Glu-Ala-His) box polypeptide 32	Homo sapiens
26996	G protein-coupled receptor 160	Homo sapiens
4440	musashi homolog 1 (Drosophila)	Homo sapiens
114885	oxysterol binding protein-like 11	Homo sapiens
64858	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	Homo sapiens
23598	POZ (BTB) and AT hook containing zinc finger 1	Homo sapiens
57648	KIAA1522	Homo sapiens
128977	chromosome 22 open reading frame 39	Homo sapiens
7916	HLA-B associated transcript 2	Homo sapiens
10106	similar to hCG2013701; CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	Homo sapiens
388015	retrotransposon-like 1	Homo sapiens
10501	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	Homo sapiens
